id,output
0,0.8275518086877268
1,0.7413057222081999
2,0.7118135152893804
3,0.9010598583095472
4,0.8950159548324346
5,0.9961614609378414
6,0.8910497939712356
7,0.36093948334990733
8,0.8932964401589909
9,0.9776670210675855
10,0.8561761758710512
11,0.9200756260945462
12,0.9295968756820551
13,0.9652829325455198
14,0.7426979134766862
15,0.9933796285694622
16,0.9190926009630386
17,0.9905225846905183
18,0.8403679384776395
19,0.9135277814441178
20,0.8874479769346154
21,0.840134587659367
22,0.7240970898434367
23,0.6565377730827446
24,0.7885200914432524
25,0.9042622365040262
26,0.799071178406179
27,0.8142682147508477
28,0.9542988459265657
29,0.821559598952624
30,0.9744929726624271
31,0.8959155371617363
32,0.8930923932126847
33,0.8763297051554189
34,0.8038560529181928
35,0.9584955714790023
36,0.9459405856490888
37,0.9309433340448043
38,0.7547619145468778
39,0.7574186156477423
40,0.9099960205111757
41,0.7345438787544069
42,0.7053534130476257
43,0.9286511377944104
44,0.8875079474436997
45,0.9021949481414021
46,0.6985650027410661
47,0.9126785644917219
48,0.7051683011119926
49,0.896794624655289
50,0.6012969597591123
51,0.7805422729015518
52,0.910801203907167
53,0.6280985131743637
54,0.8920410831397463
55,0.8198390431379448
56,0.8549034796019213
57,0.9085221670227296
58,0.962546825316756
59,0.7701930817571828
60,0.6371532972035967
61,0.34042570669762157
62,0.8840236595639208
63,0.8565384191272424
64,0.6339739508189608
65,0.7599544449474787
66,0.9017023932202175
67,0.7941030807678401
68,0.7766899404340905
69,0.7804377058175762
70,0.8160544313028746
71,0.9255041476474378
72,0.8425218503196563
73,0.5983642936093124
74,0.8145200076326503
75,0.7957240918658295
76,0.9991786423980765
77,0.8442311876979884
78,0.7335927385726486
79,0.8868297656701097
80,0.9608050675848652
81,0.9068689130088238
82,0.6466372945531896
83,0.9265433500177682
84,0.7056432941947206
85,0.9993576314322755
86,0.6850630898703154
87,0.9165715801281055
88,0.8662219679636336
89,0.8696331690846776
90,0.718260678769172
91,0.8594617685080206
92,0.9241134154751962
93,0.8545127995265961
94,0.8488642582020773
95,0.7620742352107069
96,0.8385301181620676
97,0.9872017217415893
98,0.7467867813041572
99,0.9034010457103969
100,0.8322383136887267
101,0.8549821801569745
102,0.8875890193514923
103,0.7026768642954591
104,0.9647006549924597
105,0.8290031673781272
106,0.9288373233262927
107,0.9732523752741056
108,0.8437591779450719
109,0.7719490187545855
110,0.9417798608785429
111,0.9711331200900765
