id,output
0,0.7289038896560669
1,0.4929305911064148
2,0.39845404028892517
3,0.45439597964286804
4,0.533011794090271
5,0.7762090563774109
6,0.9761955142021179
7,0.3100271224975586
8,0.4058331549167633
9,0.49273380637168884
10,0.9743847846984863
11,0.6000968813896179
12,0.507308304309845
13,0.8126590251922607
14,0.6176029443740845
15,0.9552736878395081
16,0.39419984817504883
17,0.9507454633712769
18,0.6900346875190735
19,0.9804988503456116
20,0.4701087772846222
21,0.5734639167785645
22,0.33436834812164307
23,0.3183869421482086
24,0.44520303606987
25,0.4228472113609314
26,0.3047730326652527
27,0.4314851760864258
28,0.5487310886383057
29,0.39522236585617065
30,0.6928701996803284
31,0.44124069809913635
32,0.4837878346443176
33,0.40293946862220764
34,0.44982025027275085
35,0.9108570218086243
36,0.5757845044136047
37,0.5196108222007751
38,0.4636826515197754
39,0.705804169178009
40,0.5087786912918091
41,0.26032930612564087
42,0.481222003698349
43,0.5469769835472107
44,0.5257787108421326
45,0.6849772930145264
46,0.31101131439208984
47,0.48870694637298584
48,0.33285945653915405
49,0.5788322687149048
50,0.3378879725933075
51,0.4107981324195862
52,0.4615713655948639
53,0.260619580745697
54,0.36011046171188354
55,0.39363035559654236
56,0.4358024597167969
57,0.5887112617492676
58,0.46780624985694885
59,0.7907334566116333
60,0.444697767496109
61,0.20708321034908295
62,0.5145751237869263
63,0.7593309283256531
64,0.2688267230987549
65,0.3617595136165619
66,0.3757278323173523
67,0.613673746585846
68,0.3671570122241974
69,0.980608344078064
70,0.45913371443748474
71,0.3998508155345917
72,0.38791000843048096
73,0.2965955436229706
74,0.9587241411209106
75,0.5636413097381592
76,0.9148694276809692
77,0.5585069060325623
78,0.48996344208717346
79,0.4714658558368683
80,0.6958546042442322
81,0.5350923538208008
82,0.9500879645347595
83,0.4828888475894928
84,0.3846666216850281
85,0.9753879904747009
86,0.6317595839500427
87,0.5291265845298767
88,0.4984282851219177
89,0.9802170991897583
90,0.6058130264282227
91,0.9725430607795715
92,0.5838976502418518
93,0.4582659602165222
94,0.3665653169155121
95,0.7525289058685303
96,0.44100478291511536
97,0.8553057909011841
98,0.44862595200538635
99,0.5203621983528137
100,0.41368547081947327
101,0.37827935814857483
102,0.3848063349723816
103,0.41485273838043213
104,0.6721367239952087
105,0.4639619290828705
106,0.4014822244644165
107,0.8283815979957581
108,0.6267205476760864
109,0.47740083932876587
110,0.8370679020881653
111,0.5173072218894958
112,0.9521322846412659
113,0.519896388053894
114,0.4148685336112976
115,0.42561301589012146
116,0.6185261607170105
117,0.6360580325126648
118,0.3836444914340973
119,0.5182645916938782
120,0.44975003600120544
121,0.5129324793815613
122,0.6027352809906006
123,0.6446155309677124
124,0.44090893864631653
125,0.4181049168109894
126,0.273199200630188
127,0.3978136479854584
128,0.32823076844215393
