id,output
0,1.0
1,1.0
2,0.0008169705561000937
3,8.183092392456325e-15
4,1.0
5,0.9999999932089001
6,1.0
7,6.762969570871831e-109
8,1.0
9,1.0
10,4.880802862897791e-31
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,0.99999999999773
17,6.922024040217751e-204
18,1.7051121587958817e-202
19,1.0
20,1.0
21,1.18949698904166e-48
22,1.0
23,4.396690158791933e-181
24,4.329676148586525e-72
25,0.0004307041411273931
26,1.0
27,2.9126889814875472e-28
28,1.0
29,0.9997154177592288
30,7.508409774134411e-190
31,1.0
32,1.0
33,0.9999999999993776
34,1.0
35,1.4762384252869416e-40
36,1.0993051665895032e-103
37,0.9999976504264516
38,1.169166005997134e-29
39,3.3190461363781823e-221
40,1.7704191933910422e-17
41,1.0
42,1.4590310348770715e-38
43,0.0003121920033819631
44,1.0
45,1.0
46,1.0
47,2.4327649691500784e-31
48,0.9999998260929648
49,1.578879351648388e-88
50,0.054386180207878464
51,0.9999999994498672
52,0.9999999862007307
53,1.953979208597303e-163
54,1.0
55,1.0
56,2.0136667661769965e-149
57,2.2786061161294635e-42
58,0.9999998544719783
59,1.0
60,6.266011181940851e-237
61,1.0
62,1.0
63,1.0
64,2.271516697971334e-129
65,2.8401246750928373e-39
66,1.0
67,2.8147366360569945e-14
68,1.0
69,1.0
70,1.0
71,8.104102839776673e-19
72,1.0
73,0.1903944052480888
74,1.0
75,1.0
76,1.011331702112106e-17
77,1.0
78,1.0
79,1.0
80,1.720642463721168e-45
81,1.0
82,1.0
83,1.2699191815974877e-63
84,1.7965660532367685e-186
85,1.0
86,1.657413110502434e-82
87,2.5478662310220803e-34
88,1.0
89,6.91011308197589e-65
90,0.999999999999966
91,3.216039550811774e-21
92,5.292371409137781e-15
93,0.46516257755436685
94,1.0
95,5.0869278360398206e-55
96,5.511830361462733e-31
97,1.0
98,1.0
99,3.3451701004909422e-71
100,9.885480983816496e-26
101,1.0
102,1.0
103,0.9999999999888483
104,1.596209895728296e-122
105,2.496004278850591e-10
106,1.0
107,1.0
108,1.0
109,7.080257395126043e-83
110,5.91890917473208e-98
111,1.0
112,6.612184063509061e-69
113,0.013618166535403898
114,1.8521576188229306e-41
115,4.3897877377599814e-21
116,1.2692993391333095e-20
117,6.355284786669775e-125
118,1.0
119,4.588564148057983e-20
120,1.0
121,1.2564252725786651e-41
122,6.684135475472433e-127
123,1.0
124,1.3449549189804934e-37
125,2.0557329961062804e-35
126,5.792338992389747e-84
